id,section,text,tip_short,tip_detailed,chapter,region,reward,missable,notes
"satchel-trinket","satchel","RECOMMENDED: Buck Antler Trinket","","Hunt Legendary Buck first. Sell antlers to Fence. Increases pelt quality.","","","","",""
"satchel-valuables","satchel","Valuables Satchel","","1x Perfect Deer, 1x Perfect Beaver, 1x Perfect Rabbit. Easy pelts.","","","","",""
"albert-01","strangers","Wolves (Grizzlies)","","Find Albert being circled by wolves near Grizzlies. Save him.","","","","",""
"albert-02","strangers","Wild Horses (Heartlands)","","Help photograph wild horses without spooking them.","","","","",""
"albert-03","strangers","Alligators (Lagras)","","Save Albert from alligators in the swamp area.","","","","",""
"albert-04","strangers","Cougars (Strawberry)","","Final encounter. Find his campsite, save from cougar attack.","","","$50","",""
"algernon-01","strangers","Request 1: Lady Orchids","","Collect 15 Lady of the Night Orchids (Bayou Nwa, Bluewater Marsh)","","","","",""
"algernon-02","strangers","Request 2: Spider Orchids + Egret Plumes","","Collect 10 Spider Orchids + 5 Snowy Egret feathers","","","","",""
"algernon-03","strangers","Request 3: Cigar Orchids + Heron Plumes","","Collect 10 Cigar Orchids + 5 Little Egret + 5 Reddish Egret plumes","","","","",""
"algernon-04","strangers","Request 4: Ghost Orchids + Pelicans","","Collect 10 Ghost Orchids + 5 Spoonbill + 5 Pelican feathers","","","","",""
"algernon-05","strangers","Request 5: Rat Tail Orchids + Gators","","Collect 20 Rat Tail Orchids + 25 Gator Eggs = Final reward","","","","",""
"bone-01","strangers","Heartlands: Oil Field","","Bottom of well under oil derrick at Heartlands Oil Fields","","","","",""
"bone-02","strangers","Heartlands: Dewberry Creek West","","West of Dewberry Creek, open rocky area","","","","",""
"bone-03","strangers","Scarlett Meadows: Dewberry Creek South","","South of Dewberry Creek, in the open","","","","",""
"bone-04","strangers","Heartlands: Flatneck Station","","Grassy hill east of Flatneck Station, near railroad","","","","",""
"bone-05","strangers","Heartlands: Caliban's Seat","","SW of Caliban's Seat, along Dakota River cliff. Use Dead Eye","","","","",""
"bone-06","strangers","Heartlands: Abandoned Shack","","South of abandoned cabin, north of ""O"" in New Hanover","","","","",""
"bone-07","strangers","Heartlands: Dried River Gorge","","Follow dried river from Oil Rig to source, left bank","","","","",""
"bone-08","strangers","Cumberland: Six Point Overlook","","Top of southeastern edge of Six Point Overlook","","","","",""
"bone-09","strangers","Cumberland: Bacchus Station","","Near Bacchus Station, ridge next to spiked rock","","","","",""
"bone-10","strangers","Grizzlies: Dakota River North","","North side of Dakota River, north of Valentine, rock cliff","","","","",""
"bone-11","strangers","Grizzlies: Fort Wallace Ledge","","NW of Fort Wallace, high ledge from Cotorra Springs","","","","",""
"bone-12","strangers","Grizzlies: Calumet Ravine","","North of Donner Falls, hill off path behind rocks","","","","",""
"bone-13","strangers","Grizzlies: O'Creagh's Run Overlook","","Grizzlies East mountaintop, near ""S"" in East","","","","",""
"bone-14","strangers","Grizzlies: Northern Boundary","","North road at Grizzlies East → south up hill, flowery grove","","","","",""
"bone-15","strangers","Roanoke: O'Creagh's Run East","","East of O'Creagh's Run, railroad junction near 'R'","","","","",""
"bone-16","strangers","Roanoke: Brandywine Drop","","Up Roanoke Ridge near Brandywine Drop waterfall","","","","",""
"bone-17","strangers","Roanoke: Kamassa River","","West bank between ""R and I"" in River, middle ridge","","","","",""
"bone-18","strangers","Roanoke: Van Horn North","","NW of Van Horn, among trees off road heading north","","","","",""
"bone-19","strangers","Lemoyne: Scarlett Meadows Creek","","Under ""L"" of Lemoyne, small creek, ribcage in rocks","","","","",""
"bone-20","strangers","Big Valley: Northern Cave","","North from Wallace Station, cave entrance at bottom of slope","","","","",""
"bone-21","strangers","Big Valley: Rocky Slope","","Next to ""W"" in West Elizabeth, rocky slope near top","","","","",""
"bone-22","strangers","Big Valley: Beryl's Dream","","Near Mount Shann, top of winding ""S"" road","","","","",""
"bone-23","strangers","Gaptooth: South Tumbleweed","","South of ""L"" in Tumbleweed, ridge overlooking plain","epilogue","","","",""
"bone-24","strangers","Gaptooth: North Tumbleweed","","Between ""D and G"" in Gaptooth Ridge, canyon summit east side","epilogue","","","",""
"bone-25","strangers","Cholla Springs: Rattlesnake Hollow","","West of Rattlesnake Hollow, base of ridge","epilogue","","","",""
"bone-26","strangers","Cholla Springs: Jorge's Gap","","Western ridge of Jorge's Gap, north of Mercer Station","epilogue","","","",""
"bone-27","strangers","Rio Bravo: San Luis River West","","SW of Fort Mercer, ridge overlooking San Luis River","epilogue","","","",""
"bone-28","strangers","Rio Bravo: Del Lobo Rock","","SE of Fort Mercer, high ridge, southern tip of ""Rock""","epilogue","","","",""
"bone-29","strangers","Hennigan's Stead: Pike's Basin","","NE of Armadillo, western route above dried river","epilogue","","","",""
"bone-30","strangers","Hennigan's Stead: San Luis North","","North of land above ""San"" in San Luis, small shore","epilogue","","","",""
"carving-01","strangers","Mount Hagen","","Very top of Mount Hagen, Grizzlies West","","","","",""
"carving-02","strangers","Whinyard Strait","","Rock ledge north of wooden bridge crossing Whinyard Strait","","","","",""
"carving-03","strangers","Dakota River: Bacchus Station","","Cliff overlooking Dakota River, south of Bacchus Station","","","","",""
"carving-04","strangers","Dakota River: Rope Bridge","","Ledge beneath cliff, directly above rope bridge","","","","",""
"carving-05","strangers","Owanjila Lake","","Southwest shore, opposite Owanjila Dam","","","","",""
"carving-06","strangers","Mount Shann","","Near the peak of Mount Shann","","","","",""
"carving-07","strangers","Horseshoe Overlook","","Cliff overlooking burned settlement, SW of Horseshoe Overlook","","","","",""
"carving-08","strangers","Heartland Overflow","","Edge of plateau above Heartland Overflow, south from Moonstone Pond","","","","",""
"carving-09","strangers","Roanoke Ridge","","Rock ledge near top, directly east from Deer Cottage","","","","",""
"carving-10","strangers","Elysian Pool","","Near east shore of Elysian Pool","","","","",""
"dragic-01","strangers","Part 1: Remote Control Boat","","Saint Denis dock. Help demonstrate remote-controlled boats to crowd.","","","","",""
"dragic-02","strangers","Part 2: Laboratory Assistant","","Doverhill Lab. Help with lightning experiment. Get Electric Lantern.","","","","",""
"dragic-03","strangers","Secret: Find the Robot","","After several days, visit lab. Find robot on mountain peak.","","","Robot encounter","",""
"guns-belle","strangers","Help Black Belle","","Bluewater Marsh. Defend from bounty hunters (no duel).","","","Photo for Levin","",""
"guns-billy","strangers","Defeat Billy Midnight","","Rhodes train station. Chase on train, duel on roof.","","","Midnight's Pistol","",""
"guns-calloway","strangers","Final: Duel Jim Boy Calloway","","Saint Denis riverboat. Final confrontation.","","","Calloway's Revolver","YES",""
"guns-emmet","strangers","Defeat Emmet Granger","","Farm east of Flatneck Station. Clean pigsty, then duel him.","","","Granger's Revolver","",""
"guns-flaco","strangers","Defeat Flaco Hernandez","","Cairn Lake cabin, Ambarino. Fight gang, then duel.","","","Flaco's Revolver","",""
"guns-slim","strangers","Rescue Slim Grant","","Annesburg sheriff → rescue Grant from bandits.","","","","",""
"hunt-req-01","strangers","Request 1","","Perfect Rabbit, Squirrel, Chipmunk carcasses","","","","",""
"hunt-req-02","strangers","Request 2","","Perfect Rat, Woodpecker, Bat carcasses","","","","",""
"hunt-req-03","strangers","Request 3","","Perfect Robin, Opossum, Toad carcasses","","","","",""
"hunt-req-04","strangers","Request 4","","Perfect Cedar Waxwing, Oriole, Skunk carcasses","","","","",""
"hunt-req-05","strangers","Request 5","","Perfect Blue Jay, Crow, Cardinal carcasses","","","","",""
"mary-01","strangers","Part 1: Help Her Brother","","Chapter 2. Letter arrives at camp. Help rescue her brother Jamie from Chelonians.","","","","",""
"mary-02","strangers","Part 2: Her Father","","Chapter 4. Meet in Saint Denis. Deal with her father\","","","","",""
"mary-03","strangers","Part 3: Final Meeting","","Chapter 6. Theater in Saint Denis. Make your choice.","","","","YES",""
"stranger-albert-mason","strangers","Arcadia for Amateurs (Albert Mason)","","Wildlife photographer needs help with dangerous animals. Random encounters around the map.","2","","$150 total","",""
"stranger-algernon","strangers","Duchesses and Other Animals","","Start: Algernon Wasp in Saint Denis. Very grindy exotic collection quest - 5 parts.","4","","Algernon's Revolver","",""
"stranger-all-that-glitters","strangers","All That Glitters","","West of Flatneck Station. Buy treasure map for $10 or rob the stranger.","2","","","",""
"stranger-american-dreams","strangers","American Dreams (Serial Killer)","","Find 3 murder scenes across map → piece together clues → find killer hideout.","2","","","",""
"stranger-american-inferno","strangers","The American Inferno, Burnt Out","","Tanner's Ranch. Find famous author Evelyn Miller. Philosophical discussions.","4","","","",""
"stranger-american-inferno-epilogue","strangers","The American Inferno (Epilogue)","","Tanner's Ranch. Continue Evelyn Miller's story as John. Philosophical ending.","epilogue","","","",""
"stranger-artist-way","strangers","The Artist's Way (Charles Chatenay)","","Saint Denis. Help eccentric French artist escape trouble. Very funny missions.","4","","","",""
"stranger-british","strangers","He's British, Of Course","","Emerald Ranch area. Escaped circus animals (lion, zebra, tiger). Fun encounters!","2","","","",""
"stranger-brother-dorkins","strangers","Brothers and Sisters, One and All","","Saint Denis monks. Help with charity. Honor rewards.","4","","","",""
"stranger-civil-war","strangers","The Iniquities of History","","Rhodes. Help former slave recover items from Confederate officer. Dark story.","6","","","",""
"stranger-dinosaur-bones","strangers","A Test of Faith (Dinosaur Bones)","","Start: Deborah MacGuiness SE of Horseshoe Overlook. Find 30 bones, mail locations from Post Office.","epilogue","","Quartz Chunk, Skull Statue, Jawbone Knife","",""
"stranger-fine-night","strangers","A Fine Night For It","","Bayou north of Saint Denis. Strange encounter 10PM-5AM. Supernatural mystery.","2","","","",""
"stranger-fisher-of-fish","strangers","A Fisher of Fish","","Jeremy Gill near Flatneck Station. Catch 13 legendary fish. Map provided.","2","","","",""
"stranger-fundraiser","strangers","Fundraiser (MISSABLE)","","⚠️ MISSABLE after Ch6! Saint Denis. Woman collecting donations. Small honor gains.","4","","","YES",""
"stranger-gunslingers","strangers","The Noblest of Men, and a Woman","","Start: Valentine Saloon with Theodore Levin. Track 5 legendary gunslingers for his biography.","2","","4 Unique Revolvers, $350","YES",""
"stranger-hunting-requests","strangers","Hunting Requests (5 Parts)","","Any train station clerk. Hunt specific perfect small game carcasses.","2","","","",""
"stranger-idealism","strangers","Idealism and Pragmatism for Beginners","","Saint Denis. University professors debate. Involves Mayor Lemieux.","4","","","",""
"stranger-marko-dragic","strangers","A Bright Bouncing Boy (Robot)","","Start: Marko Dragic in Saint Denis. Help build a robot! 2 parts + secret robot encounter.","4","","Electric Lantern","",""
"stranger-mary-linton","strangers","Mary Linton (Ex-Lover)","","Chapter 2. Letter arrives at camp. Help rescue her brother Jamie from Chelonians.","2","","Story/Honor","YES",""
"stranger-mercies-knowledge","strangers","The Mercies of Knowledge","","Saint Denis. Professor wants electric chair test subject. Dark humor.","4","","","",""
"stranger-no-good-deed","strangers","No Good Deed","","Rhodes. Dr. Alphonse Renaud needs help recovering stolen medical supplies.","3","","","",""
"stranger-oh-brother","strangers","Oh, Brother","","Valentine area. Help feuding brothers find treasure. 3 parts with comedic ending.","2","","","",""
"stranger-penelope","strangers","The Course of True Love","","Rhodes. Help star-crossed lovers Beau and Penelope. 5 parts across chapters.","3","","","",""
"stranger-rock-carvings","strangers","Geology for Beginners (Rock Carvings)","","Start: Francis Sinclair NW of Strawberry. Find 10 carvings, mail locations. Time travel mystery!","2","","Raven Claw Talisman ingredient","",""
"stranger-smell-greasepaint","strangers","The Smell of the Grease Paint","","Van Horn saloon. Circus performers need help. Multiple funny encounters.","2","","","",""
"stranger-smoking","strangers","Smoking and Other Hobbies","","Flatneck Station. Phineas Ramsbottom wants cigarette cards. Collect all 144!","2","","","",""
"stranger-suffragette","strangers","A Better World, A New Friend","","Valentine. Meet suffragette campaigning for women's right to vote. Honor + dialogue.","2","","","",""
"stranger-ties-that-bind","strangers","The Ties That Bind Us","","Near Rhodes. Free chain gang prisoners twice. Honor mission.","3","","","",""
"stranger-veteran","strangers","The Veteran (Hamish Sinclair)","","After 1 day. Go fishing, catch ""The Great Tyrant"" legendary pike. 6AM-6PM only.","6","","Buell (unique gold horse)","YES",""
"stranger-widow","strangers","The Widow (Charlotte Balfour)","","Start: Willard\","6","","Honor boost, Supplies","YES",""
"stranger-wisdom-elders","strangers","The Wisdom of the Elders","","Butcher Creek. Investigate cursed village. Multiple parts.","6","","","",""
"strangers","strangers","The Noblest of Men, and a Woman","","Start: Valentine Saloon with Theodore Levin. Track 5 legendary gunslingers for his biography.","epilogue","","4 Unique Revolvers, $350","YES",""
"veteran-01","strangers","Part 1: Recover Buell","","Find Hamish by rock at O'Creagh's Run. Catch his horse Buell.","","","","",""
"veteran-02","strangers","Part 2: Fishing Trip","","After 1 day. Go fishing, catch ""The Great Tyrant"" legendary pike. 6AM-6PM only.","","","","",""
"veteran-03","strangers","Part 3: Wolf Hunt","","After 1 day. Track and hunt wolves with Hamish. Watch for ambush!","","","","",""
"veteran-04","strangers","Part 4: Giant Boar Hunt","","Final part. Hamish is killed by boar. Kill boar, get Buell + Giant Boar Tusk.","","","Buell the Horse","YES",""
"widow-01","strangers","Part 1: First Meeting","","Find Charlotte mourning her husband. Give her food.","","","","",""
"widow-02","strangers","Part 2: Hunting Lesson","","After 1 day. Teach her to hunt rabbits with a rifle.","","","","",""
"widow-03","strangers","Part 3: Self-Defense","","Final visit. She has learned to survive. Get supplies.","","","","YES",""
"item-abalone","talismans","Abalone Shell Fragment","","Abandoned house north of Rhodes. On a shelf inside.","","","","",""
"item-cobalt","talismans","Cobalt Petrified Wood","","Cave near Lake Isabella. Chest inside the cave.","","","","",""
"item-compass","talismans","Old Brass Compass","","Complete ALL 10 rock carvings, then visit Francis Sinclair cabin (Geology for Beginners).","","","","",""
"item-handcuffs","talismans","Vintage Civil War Handcuffs","","Complete ANY cigarette card set and mail to Phineas T. Ramsbottom.","","","","",""
"item-quartz","talismans","Quartz Chunk","","Mail ANY dinosaur bone location to Deborah MacGuinness (A Test of Faith mission).","","","","",""
"talisman-alligator","talismans","Alligator Tooth Talisman","","📦 Legendary Alligator Tooth + Gold Jointed Bracelet + Vintage Civil War Handcuffs. EFFECT: -10% Dead Eye drain.","","","-10% Dead Eye drain","",""
"talisman-bear","talismans","Bear Claw Talisman","","📦 Legendary Bear Claw + Silver Chain Bracelet + Quartz Chunk (Dino Bones reward). EFFECT: -10% Health Core drain.","","","-10% Health Core drain","",""
"talisman-bison","talismans","Bison Horn Talisman","","📦 Legendary White Bison Horn + Abalone Shell Fragment (N of Rhodes) + Silver Earring. EFFECT: -10% Stamina Core drain.","","","-10% Stamina Core drain","",""
"talisman-boar","talismans","Boar Tusk Talisman","","📦 Legendary Boar Tusk + Gold Earring + Cobalt Petrified Wood (Lake Isabella cave). EFFECT: -10% Horse Core drain.","","","-10% Horse Core drain","",""
"talisman-group","talismans","Talismans (3 ingredients, stronger effects)","","Crafted at Fence. Require legendary animal parts + jewelry + unique items.","","","-10% Dead Eye drain","YES",""
"talisman-raven","talismans","Raven Claw Talisman","","📦 Old Brass Compass ONLY (Rock Carvings reward from Francis Sinclair). EFFECT: -20% Weapon degradation!","","","-20% Weapon degradation","YES",""
"talismans","talismans","Talismans (3 ingredients, stronger effects)","","Crafted at Fence. Require legendary animal parts + jewelry + unique items.","epilogue","","-10% Dead Eye drain","YES",""
"trinket-beaver","talismans","Beaver Tooth Trinket","","📦 Legendary Beaver Tooth. EFFECT: -10% Weapon degradation speed.","","","-10% Weapon wear","",""
"trinket-bison-tatanka","talismans","Tatanka Bison Horn Trinket","","📦 Legendary Tatanka Bison Horn. ⚠️ EPILOGUE ONLY. EFFECT: +10% Melee damage resistance.","epilogue","","+10% Melee resist","",""
"trinket-buck","talismans","Buck Antler Trinket ⭐","","📦 Legendary Buck Antler. EFFECT: Higher quality pelts when skinning! HUNT FIRST!","","","Better pelts always","YES",""
"trinket-cougar","talismans","Cougar Fang Trinket","","📦 Legendary Cougar Fang. ⚠️ EPILOGUE ONLY. EFFECT: +10% Stamina XP gain.","epilogue","","+10% Stamina XP","",""
"trinket-coyote","talismans","Coyote Fang Trinket","","📦 Legendary Coyote Fang. EFFECT: +10% Dead Eye XP gain.","","","+10% Dead Eye XP","",""
"trinket-elk","talismans","Elk Antler Trinket","","📦 Legendary Elk Antler. EFFECT: +10% looted cash value!","","","+10% looted cash","",""
"trinket-fox","talismans","Fox Claw Trinket","","📦 Legendary Fox Claw. EFFECT: +5 seconds Eagle Eye duration.","","","+5s Eagle Eye","",""
"trinket-group-combat","talismans","Combat Trinkets","","Combat-focused bonuses.","epilogue","","Dead Eye extension","YES",""
"trinket-group-epilogue","talismans","Epilogue-Only Trinkets","","⚠️ New Austin access required (Epilogue only).","epilogue","","No carcass rot","",""
"trinket-group-hunt-first","talismans","Priority Trinkets (Hunt First!)","","⭐ These legendary animals should be hunted ASAP for best benefits.","","","Better pelts always","YES",""
"trinket-group-utility","talismans","Utility Trinkets","","Various quality of life improvements.","","","-10% Weapon wear","",""
"trinket-group-xp","talismans","XP Boost Trinkets","","Increase experience gain for core stats.","epilogue","","+10% Health XP","",""
"trinket-lion","talismans","Lion's Paw Trinket","","📦 Lion\","","","+10% Stamina XP","",""
"trinket-moose","talismans","Moose Antler Trinket","","📦 Legendary Moose Antler. EFFECT: +10% Health XP gain.","","","+10% Health XP","",""
"trinket-panther","talismans","Panther's Eye Trinket","","📦 Legendary Panther Eye. ⚠️ Requires Master Hunter Rank 9! EFFECT: -10% Dead Eye drain for 3s after kill.","","","Dead Eye extension","YES",""
"trinket-pronghorn","talismans","Pronghorn Horn Trinket","","📦 Legendary Pronghorn Horn. EFFECT: Carcasses on horse never rot!","epilogue","","No carcass rot","",""
"trinket-ram","talismans","Ram Horn Trinket","","📦 Legendary Bighorn Ram Horn. EFFECT: 2x yield from thyme, oregano, wild mint!","","","2x herb yield","",""
"trinket-wolf","talismans","Wolf Heart Trinket","","📦 Legendary Wolf Heart. EFFECT: 2x alcohol resistance.","","","2x alcohol tolerance","",""
"unique-items","talismans","Unique Crafting Items (Locations)","","These rare items are needed for talisman crafting.","","","","",""
"trap-badger-gloves","trapper","Badger Rifleman Gloves","","📦 Perfect Badger Pelt ×1","","","$12","",""
"trap-bear-coat","trapper","Legendary Bear Coat","","📦 Legendary Bear Pelt ×1 + Perfect Bison Pelt ×1","","","$28","",""
"trap-bear-hat","trapper","Legendary Bear Head Hat","","📦 Legendary Bear Pelt ×1","","","$40","",""
"trap-bear-ropers","trapper","Legendary Bear Ropers","","📦 Legendary Bear Pelt ×1 + Perfect Bull Hide ×1","","","$30","",""
"trap-beaver-drifter","trapper","Beaver Drifter Hat","","📦 Perfect Beaver Pelt ×2","","","$17","",""
"trap-beaver-gloves","trapper","Legendary Beaver Cavalry Gloves","","📦 Legendary Beaver Pelt ×1","","","$18","",""
"trap-beaver-hat","trapper","Legendary Beaver Flop Hat","","📦 Legendary Beaver ×1 + Legendary Boar ×1 + Cardinal Feather","","","$34","",""
"trap-beaver-jacket","trapper","Beaver Hunting Jacket","","📦 Perfect Cow Hide ×1 + Perfect Beaver ×2","","","$30","",""
"trap-billy-vest","trapper","Billy Vest","","📦 Perfect Armadillo ×2 + Perfect Goat ×1 ⚠️ Epilogue","","","$22","",""
"trap-bison-chaps","trapper","Legendary Bison Batwing Chaps","","📦 Legendary Tatanka Bison ×1 ⚠️ Epilogue","","","$33","",""
"trap-bison-vest","trapper","Legendary Bison Vest","","📦 Legendary Tatanka Bison ×1 ⚠️ Epilogue","","","$35","",""
"trap-boar-bison-boots","trapper","Legendary Boar & Bison Fowlers","","📦 Legendary Boar ×1 + Legendary Tatanka Bison ×1","","","$39","",""
"trap-boar-bull-boots","trapper","Boar & Bull Fowler Boots","","📦 Perfect Boar ×1 + Perfect Ox Hide ×1","","","$25","",""
"trap-boar-chaps","trapper","Boar Fringed Shotgun Chaps","","📦 Perfect Boar Pelt ×2","","","$20","",""
"trap-boar-gloves","trapper","Boar Riding Gloves","","📦 Perfect Boar Pelt ×1 + Perfect Rabbit Pelt ×2","","","$15","",""
"trap-buck-fox-gloves","trapper","Legendary Buck & Fox Range Gloves","","📦 Legendary Buck ×1 + Legendary Fox ×1","","","$28","",""
"trap-buck-riding-gloves","trapper","Buck Riding Gloves","","📦 Perfect Buck Pelt ×1","","","$14","",""
"trap-buck-vest","trapper","Legendary Buck Vest","","📦 Legendary Buck Pelt ×1 + Perfect Ram Hide ×1","","","$26","",""
"trap-bull-boots","trapper","Bull Fowler Boots","","📦 Perfect Boar ×1 + Perfect Bull Hide ×1","","","$27","",""
"trap-bull-chaps","trapper","Bull Fringed Shotgun Chaps","","📦 Perfect Bull Hide ×1","","","$19","",""
"trap-cougar-coat","trapper","Cougar Cutaway Coat","","📦 Perfect Cougar ×2 + Perfect Black Bear ×1. Very dangerous!","","","$42","",""
"trap-cougar-gloves","trapper","Legendary Cougar Riding Gloves","","📦 Legendary Cougar ×1 + Perfect Boar ×1","","","$24","",""
"trap-cougar-hat","trapper","Legendary Cougar Flop Hat","","📦 Legendary Cougar ×1 + Turkey Feather ×2 ⚠️ Epilogue","","","$30","",""
"trap-cougar-wolf-vest","trapper","Legendary Cougar & Wolf Vest","","📦 Legendary Cougar ×1 + Legendary Wolf ×1","","","$38","",""
"trap-country-vest","trapper","Country Vest","","📦 Perfect Buck ×1 + Perfect Beaver ×1","","","$20","",""
"trap-coyote-chaps","trapper","Legendary Coyote Half Chaps","","📦 Legendary Coyote ×1 + Perfect Fox ×2","","","$26","",""
"trap-coyote-gambler","trapper","Coyote Gambler's Hat","","📦 Perfect Coyote Pelt ×2","","","$16","",""
"trap-coyote-hat","trapper","Legendary Coyote Mountain Hat","","📦 Legendary Coyote ×1 + Eagle Feather ×2","","","$23","",""
"trap-coyote-scout","trapper","Coyote Scout Jacket","","📦 Perfect Ox Hide ×1 + Perfect Coyote ×1","","","$32","",""
"trap-elk-chaps","trapper","Legendary Elk Half Chaps","","📦 Legendary Elk ×1 + Perfect Sheep Hide ×1","","","$26","",""
"trap-elk-flop-hat","trapper","Elk Flop Hat","","📦 Perfect Elk Pelt ×1","","","$14","",""
"trap-elk-gloves","trapper","Legendary Elk Range Gloves","","📦 Legendary Elk ×1","","","$18","",""
"trap-elk-moccasins","trapper","Legendary Elk Moccasins","","📦 Legendary Elk ×1 + Perfect Goat Hide ×1","","","$30","",""
"trap-elk-riding-gloves","trapper","Elk Riding Gloves","","📦 Perfect Elk Pelt ×1","","","$15","",""
"trap-fox-moccasins","trapper","Legendary Fox Moccasins","","📦 Legendary Fox Pelt ×1 + Perfect Elk Pelt ×1","","","$34","",""
"trap-gator-boots","trapper","Legendary Alligator Fowlers","","📦 Legendary Alligator ×1","","","$40","",""
"trap-gator-hat","trapper","Legendary Alligator Gambler's Hat","","📦 Legendary Alligator ×1 + Perfect Snake Skin ×2","","","$32","",""
"trap-gator-vest","trapper","Legendary Alligator Vest","","📦 Legendary Alligator ×1","","","$35","",""
"trap-goat-hat","trapper","Goat Flop Hat","","📦 Perfect Goat Hide ×1 + Perfect Pronghorn ×1","","","$17","",""
"trap-grenadier-hat","trapper","Grenadier Hat","","📦 Perfect Muskrat ×1 + Perfect Beaver ×1","","","$18","",""
"trap-huntsman-vest","trapper","Huntsman Vest","","📦 Perfect Sheep ×1 + Perfect Deer ×1","","","$18","",""
"trap-iguana-gloves","trapper","Iguana Range Gloves","","📦 Perfect Peccary ×1 + Perfect Iguana ×1","","","$22","",""
"trap-javelina-chaps","trapper","Javelina Half Chaps","","📦 Perfect Collared Peccary ×1 + Snake Skin ×1 ⚠️ Epilogue","","","$25","",""
"trap-moose-chaps","trapper","Moose Half Chaps","","📦 Perfect Moose ×1. Moose is very rare!","","","$26","",""
"trap-moose-gloves","trapper","Moose Range Gloves","","📦 Perfect Moose Pelt ×1. Moose is rare spawn!","","","$24","",""
"trap-moose-jacket","trapper","Legendary Moose Hunting Jacket","","📦 Legendary Moose ×1 + Perfect Wolf ×1. Moose is very rare!","","","$45","",""
"trap-moose-moccasins","trapper","Legendary Moose Moccasins","","📦 Legendary Moose ×1 + Perfect Cow Hide ×1","","","$38","",""
"trap-muskrat-hat","trapper","Muskrat Cavalry Hat","","📦 Perfect Rabbit ×4 + Perfect Muskrat ×1","","","$16","",""
"trap-noman-vest","trapper","No-Man's Vest","","📦 Perfect Goat ×1 + Perfect Panther ×1. Panther is dangerous!","","","$35","",""
"trap-outdoorsmen-vest","trapper","Outdoorsmen Vest","","📦 Perfect Pronghorn Hide ×1","","","$23","",""
"trap-panther-cloak","trapper","Legendary Panther Cloak","","📦 Legendary Panther ×1. Requires Master Hunter 9!","","","$50","",""
"trap-panther-gloves","trapper","Legendary Panther Range Gloves","","📦 Legendary Panther ×1 + Perfect Gila Monster ×1","","","$28","",""
"trap-pigskin-gloves","trapper","Pigskin Rifleman Gloves","","📦 Perfect Pig Hide ×1","","","$12","",""
"trap-plantation-hat","trapper","Plantation Slouch Hat","","📦 Perfect Bison Pelt ×1","","","$18","",""
"trap-principal-vest","trapper","Principal Vest","","📦 Perfect Cow Hide ×1 + Perfect Deer ×1","","","$18","",""
"trap-pronghorn-chaps","trapper","Pronghorn Half Chaps","","📦 Perfect Pronghorn Hide ×1","","","$17","",""
"trap-pronghorn-coat","trapper","Legendary Pronghorn Coat","","📦 Legendary Pronghorn ×1 + Perfect Moose ×1 ⚠️ Epilogue","","","$42","",""
"trap-pronghorn-gloves","trapper","Legendary Pronghorn Range Gloves","","📦 Legendary Pronghorn ×1 + Perfect Muskrat ×1","","","$22","",""
"trap-raccoon-hat","trapper","Raccoon Mountain Hat","","📦 Perfect Raccoon ×1 + Perfect Beaver ×1 + Hawk Feather ×2","","","$22","",""
"trap-ram-chaps","trapper","Legendary Ram Batwing Chaps","","📦 Legendary Ram Hide ×1","","","$23","",""
"trap-ram-gloves","trapper","Legendary Ram Rifleman Gloves","","📦 Legendary Ram ×1 + Perfect Boar ×1","","","$20","",""
"trap-ram-hat","trapper","Legendary Ram Hat","","📦 Legendary Ram Hide ×1","","","$17","",""
"trap-ram-shotgun-coat","trapper","Ram Shotgun Coat","","📦 Perfect Ram Hide ×2","","","$27","",""
"trap-ram-sombrero","trapper","Ram Sombrero","","📦 Perfect Ram Hide ×1","","","$19","",""
"trap-sheepskin-vest","trapper","Sheepskin Vest","","📦 Perfect Sheep Hide ×2","","","$16","",""
"trap-snakeskin-gloves","trapper","Snakeskin Cavalry Gloves","","📦 Perfect Boar ×1 + Perfect Snake Skin ×1","","","$15","",""
"trap-tip-buck","trapper","Buck Antler Trinket ⭐","","Hunt Legendary Buck FIRST! Trinket upgrades all future pelt quality by 1 tier.","","","","",""
"trap-tip-legendary","trapper","Legendary Pelts","","Always ""perfect"" quality. If lost, automatically sent to Trapper. One per playthrough.","","","","",""
"trap-tip-locations","trapper","Trapper Locations (5)","","📍 Saint Denis | Riggs Station | NE of Strawberry | Near Annesburg | Tumbleweed (Epilogue)","","","","",""
"trap-tip-perfect","trapper","Perfect Pelts","","Use correct weapon for animal size. Clean headshot or heart shot. 3-star animal only.","","","","",""
"trap-trapper-cloak","trapper","Trapper's Cloak","","📦 Perfect Sheep Hide ×1","","","$18","",""
"trap-twotone-mocs","trapper","Two Toned Moccasins","","📦 Perfect Buck Pelt ×1","","","$20","",""
"trap-white-bison-coat","trapper","Legendary White Bison Coat","","📦 Legendary White Bison ×1. Best cold weather protection!","","","$48","",""
"trap-white-bison-hat","trapper","Legendary White Bison Hat","","📦 Legendary White Bison ×1","","","$22","",""
"trap-wilderness-vest","trapper","Wilderness Vest","","📦 Perfect Wolf ×1 + Perfect Panther ×1","","","$32","",""
"trap-winter-gloves","trapper","Winter Cavalry Gloves","","📦 Perfect Muskrat ×2 + Perfect Rabbit ×1","","","$16","",""
"trap-wolf-chaps","trapper","Legendary Wolf Batwing Chaps","","📦 Legendary Wolf ×1 + Perfect Goat Hide ×1","","","$28","",""
