id,section,text,tip_short,tip_detailed,chapter,region,reward,missable,verified,notes
"cards-set-travel","cigarette-cards","Marvels of Travel Set (12)","🃏 Complete set → Mail → Aged Pirate Rum + $50","The Travel set shows transportation marvels. Aged Pirate Rum boosts your cores.","2","","Aged Pirate Rum + $50","","YES","Party time"
"cards-set-prominent","cigarette-cards","Prominent Americans Set (12)","🃏 Complete set → Mail → 3× Eagle Feather + $50","The Prominent Americans set features notable figures. Eagle Feathers used in crafting recipes!","2","","3× Eagle Feather + $50","","YES","Crafting feathers"
"cards-set-stage","cigarette-cards","Stars of the Stage Set (12)","🃏 Complete set → Mail → Small Jewelry Bag + $50","The Stage set features theater performers. Jewelry Bag contains random valuables to sell.","2","","Jewelry Bag + $50","","YES","Random loot"
"cards-set-vistas","cigarette-cards","Vistas of America Set (12)","🃏 Complete set → Mail → Gold Nugget + $100","The Vistas set shows scenic American views. Gold Nugget worth extra cash at Fence!","2","","Gold Nugget + $100","","YES","Valuable reward"
"cards-set-champions","cigarette-cards","World Champions Set (12)","🃏 Complete set → Mail → Valerian Root + $50","The Champions set features sports legends. Valerian Root used in tonic crafting.","2","","Valerian Root + $50","","YES","Crafting herb"
"mystery-vampire","mysteries","Saint Denis Vampire ⭐","🧛 Find 5 blood graffiti clues → Wait 2-3AM → Alley near Doyle's Tavern → Unique dagger!","Hunt the vampire! First find 5 mysterious blood writings on Saint Denis walls. Then at 2-3AM, a skull icon appears on map. Kill him for unique ornate dagger!","4","lemoyne","Ornate Dagger","","YES","Night only, 5 clues first"
"mystery-robot","mysteries","Marko Dragic's Robot","🤖 Ch4: 'Bright Bouncing Boy' → Doverhill lab → Robot walks away → Find NW of Colter in snow!","Meet Professor Dragic in Saint Denis (Chapter 4), help with boat demo, visit Doverhill lab, watch robot come alive. Days later, find it sitting in snow NW of Colter saying 'Papa'.","4","ambarino","Unique encounter","","YES","Multi-part quest"
"mystery-ufo-hanis","mysteries","UFO at Hani's Bethel ⭐","🛸 Cult shack N of Emerald Ranch → Read note → Visit at 2AM during HALF MOON → UFO appears!","The abandoned shack with cult skeletons. Read the 'Mysterious Sermon' note about 'Kuhkowaba'. Return at exactly 2AM during a half moon - UFO appears above!","2","new-hanover","UFO sighting","","YES","2AM + Half Moon"
"mystery-ufo-shann","mysteries","UFO at Mount Shann","🛸 Climb Mount Shann at night → Look up → Red and blue UFO in the sky!","The note at Hani's Bethel mentions 'worshipping at Mount Shann'. Visit at night and look up to see a UFO with red and blue lights hovering above the peaks.","2","west-elizabeth","UFO sighting","","YES","Night time"
"mystery-devil-cave","mysteries","Devil's Cave / Hidden Tunnel Hermit","😈 NW of Pronghorn Ranch → Deep cave with suspension bridge → Hermit claims to be the Devil","Enter the Hidden Tunnel northwest of Pronghorn Ranch. Deep underground cave with handprints and paintings. The hermit inside claims to be the Devil but eventually admits he's just a recluse.","epilogue","west-elizabeth","Unique dialogue","","YES","Creepy atmosphere"
"mystery-strange-man","mysteries","Strange Man's Shack","👤 Bayall Edge (Bluewater Marsh) → Cryptic writings → Painting changes over time!","The mysterious figure from RDR1 returns! His shack at Bayall Edge contains strange writings and a painting that evolves as you progress through the game. Very creepy!","2","lemoyne","Evolving mystery","","YES","Check painting often"
"mystery-ghost-train","mysteries","Ghost Train","🚂 Old Greenbank Mill (Lemoyne/NH border) → Wait until 3AM → Spectral train passes ONCE!","Witness the phantom train! Near Old Greenbank Mill at the Lemoyne/New Hanover border, around 3AM, a ghostly blue train will pass by. Only happens ONCE per playthrough!","2","lemoyne","One-time event","","YES","3AM, ONCE ONLY"
"mystery-ghost-swamp","mysteries","Ghost of Bluewater Marsh (La Llorona)","👻 Bluewater Marsh at night → Crying woman ghost appears and vanishes","In the misty swamps of Bluewater Marsh at night, a spectral crying woman appears - possibly inspired by the La Llorona legend. She vanishes if approached.","2","lemoyne","Spooky encounter","","YES","Night only"
"mystery-witch-cauldron","mysteries","Witch's Cauldron","🧙 NE of Fort Brennand (Ambarino) → Bubbling cauldron → You can drink from it!","Find the witch's hut in the woods northeast of Fort Brennand. A bubbling cauldron awaits - Arthur can actually drink from it. Results may vary!","2","ambarino","Strange drink","","YES","Brave enough to drink?"
"mystery-feral-man","mysteries","Feral Man (Wolf Man)","🐺 Roanoke Valley → Man living with wolves → Cave dwelling","Deep in Roanoke Valley, encounter a man who has lived with wolves so long he's become feral. His cave can be found and explored.","2","new-hanover","Unique NPC","","YES","Dangerous wolves"
"mystery-mutant","mysteries","Man-Made Mutant","🧬 Abandoned house → Failed experiment → Human/animal body parts stitched together","Discover the horrific aftermath of an experiment gone wrong. An abandoned house contains the remains of an attempt to create a creature from human and animal parts. Very disturbing!","2","","Dark discovery","","YES","Not for the squeamish"
"mystery-bigfoot","mysteries","Giant (Bigfoot)","🦶 Cave in Ambarino mountains → Listen to booming voice from inside","The legend of Bigfoot continues! Find a cave in the Ambarino mountains where you can hear a large individual speaking from deep within. Connection to RDR1 Undead Nightmare.","2","ambarino","Audio encounter","","YES","Listen carefully"
"mystery-pentagram","mysteries","Butcher Creek Pentagram","⭐ Butcher Creek at 4-5AM → Glowing red pentagram under building","Between 4-5AM in cursed Butcher Creek, a glowing red pentagram appears beneath one of the buildings. Part of the deeper 'Spider Dream Mystery' involving outhouses and symbols.","2","new-hanover","Occult symbol","","YES","4-5AM only"
"mystery-crashed-plane","mysteries","Crashed Airplane (Anachronism)","✈️ Location in Big Valley → Crashed plane BEFORE first flight in history!","Find a crashed airplane in the wilderness - strange because the game is set before the Wright Brothers' first flight in 1903! A deliberate anachronism or time travel hint?","2","west-elizabeth","Easter egg","","YES","Historical oddity"
"collect-dino-overview","collectibles","Dinosaur Bones (30 Total)","🦴 Find 30 bones → Mail to Deborah MacGuinness → Use Eagle Eye (yellow glow)","30 dinosaur bones scattered across the map. Use Eagle Eye to spot them - they glow yellow! Mail coordinates to Deborah from any post office.","2","","100% Completion","","YES","Use Eagle Eye"
"collect-dino-1st","collectibles","Dino Bones: First Bone Reward","🦴 Mail 1st bone → Quartz Chunk → Used for Bear Claw Talisman!","The Quartz Chunk is essential for crafting the Bear Claw Talisman at the Fence (-10% Health Core drain).","2","","Quartz Chunk","","YES","Talisman ingredient"
"collect-dino-15th","collectibles","Dino Bones: 15 Bones Reward","🦴 Mail 15 bones → Skull Statue → Sell for cash","Halfway reward! A decorative skull statue that can be sold for cash.","2","","Skull Statue","","YES","Cash reward"
"collect-dino-final","collectibles","Dino Bones: All 30 Reward ⭐","🦴 Mail all 30 → Visit Deborah at Firwood Rise → Jawbone Knife + Dead Eye XP!","Final reward: unique Jawbone Knife melee weapon! After mailing all 30, wait 24 hours, receive letter, visit Deborah at Firwood Rise (NE of Valentine).","2","new-hanover","Jawbone Knife","","YES","Unique weapon"
"collect-rock-overview","collectibles","Rock Carvings (10 Total)","🪨 Find 10 carvings → Mail to Francis Sinclair → NW of Strawberry cabin","10 rock carvings for the 'Geology for Beginners' mission. Start by visiting Francis Sinclair's cabin northwest of Strawberry.","2","","100% Completion","","YES","Francis Sinclair quest"
"collect-rock-1st","collectibles","Rock Carvings: First Carving Reward","🪨 Mail 1st carving → $10 + Kentucky Bourbon","Small reward for finding your first rock carving.","2","","$10 + Bourbon","","YES","Cash + drink"
"collect-rock-5th","collectibles","Rock Carvings: 5 Carvings Reward","🪨 Mail 5 carvings → Rock Statue → Decorative item","Halfway reward - a rock statue.","2","","Rock Statue","","YES","Decorative"
"collect-rock-final","collectibles","Rock Carvings: All 10 Reward ⭐","🪨 Mail all 10 → Return to cabin → Old Brass Compass → Raven Talisman -20% weapon wear!","CRITICAL: Return to Francis Sinclair's cabin after mailing all 10. Get the Old Brass Compass from the table - used to craft Raven Claw Talisman (-20% weapon degradation)!","2","west-elizabeth","Old Brass Compass","","YES","Best weapon talisman"
"collect-dream-overview","collectibles","Dreamcatchers (20 Total)","🪶 Find 20 dreamcatchers → Hanging from trees → Use Eagle Eye","20 dreamcatchers hanging from trees across the map. Use Eagle Eye to spot them - they're often on dead or different-looking trees.","2","","100% Completion","","YES","Use Eagle Eye"
"collect-dream-final","collectibles","Dreamcatchers: All 20 Reward ⭐","🪶 Find all 20 → Go to Elysian Pool waterfall cave → Inspect buffalo painting eye → Ancient Arrowhead!","After finding all 20 dreamcatchers: Go behind the Elysian Pool waterfall → Enter cave → Follow gold water → Find buffalo painting → Inspect the eye → Get Ancient Arrowhead (2x bow stamina)!","2","new-hanover","Ancient Arrowhead","","YES","Unique item in cave"
"collect-graves-overview","collectibles","Gang Member Graves (9 Total)","⚰️ Visit all 9 fallen gang member graves → EPILOGUE ONLY!","Pay respects to fallen gang members at their graves. Only available during the Epilogue as John Marston. 100% completion requirement.","epilogue","","100% Completion","⚠️ MISSABLE","YES","EPILOGUE ONLY"
"exotic-overview","exotics","Exotics Quest (Duchesses and Other Animals)","🌸 Chapter 4+ → Visit Algernon Wasp N of Saint Denis → 5 parts → Orchids + Plumes + Gator Eggs","The most tedious quest in RDR2! Start after 'The Gilded Cage' mission. Visit Algernon Wasp's greenhouse north of Saint Denis. 5 collection tasks, each more demanding.","4","lemoyne","100% Completion","","YES","Start early! Tedious"
"exotic-part1","exotics","Exotics Part 1: Egret Plumes + Orchids","🌸 5 Little Egret + 5 Reddish Egret + 5 Snowy Egret + 15 Lady of the Night Orchids → $100","Hunt egrets in Bayou Nwa at dawn/dusk. Use Varmint Rifle for plumes. Lady of the Night Orchids spawn at night in Bluewater Marsh.","4","lemoyne","$100","","YES","Night hunting needed"
"exotic-part2","exotics","Exotics Part 2: Heron Plumes + Orchids","🌸 20 Heron Plumes + 7 Lady Slipper + 10 Moccasin Orchids → $125","Herons in Bayou Nwa (blue and yellow varieties). Lady Slippers in Big Valley, Moccasins around Butcher Creek.","4","lemoyne","$125","","YES","Multiple regions"
"exotic-part3","exotics","Exotics Part 3: Gator Eggs + Rare Orchids","🌸 25 Gator Eggs + 3 Acuna's Star + 7 Cigar + 5 Ghost Orchids → $150","Gator eggs near water in Bayou Nwa (look for nests). Ghost Orchids are in swamp trees. USE EAGLE EYE!","4","lemoyne","$150","","YES","Lots of eggs"
"exotic-part4","exotics","Exotics Part 4: Spoonbill Plumes + More Orchids","🌸 30 Spoonbill Plumes + 10 Rat Tail + 5 Spider + 5 Night Scented Orchids → $175","Roseate Spoonbills (pink birds) in Bayou Nwa. Night Scented Orchids south of Braithwaite Manor.","4","lemoyne","$175","","YES","Many spoonbills"
"exotic-part5-final","exotics","Exotics Part 5 FINAL: Last Orchids ⭐","🌸 5 Clam Shell + 5 Queen's + 10 Sparrow Egg + 5 Dragon's Mouth → Algernon's Revolver + Exotic Hat + $200!","Final push! Clam Shell east of Caliga Hall, Queen's in Bayou, Sparrow Egg north of Roanoke, Dragon's Mouth in Grizzlies East. UNIQUE REWARDS!","4","lemoyne","Revolver + Hat + $200","","YES","Unique weapon & hat"
"hat-pirate","unique-hats","Pirate Tricorn ⭐","🎩 Flat Iron Lake → Largest island → Shipwreck in cove → Need boat!","Sail to the large island in Flat Iron Lake. Find the shipwreck in a quiet cove. The Pirate Tricorn is inside along with Aged Pirate Rum in a lockbox!","2","lemoyne","Unique hat","","YES","Get a boat"
"hat-viking","unique-hats","Viking Helmet ⭐","🎩 North of Annesburg → Ancient tomb near Roanoke River → Viking Hatchet too!","Explore the tomb north of Annesburg. Inside you'll find the Viking Helmet, Viking Hatchet, and an Ancient Viking Comb (shoot the skulls to reveal it).","2","new-hanover","Unique hat + weapon","","YES","Historic discovery"
"hat-civil-war","unique-hats","Civil War Hardee Hat","🎩 Fort Brennand (SW of Van Horn) → House basement via ladder → Civil War Knife too!","In Fort Brennand, look for a house with a ladder leading to a basement. The Civil War Hardee Hat and Civil War Knife are waiting below.","2","new-hanover","Unique hat + knife","","YES","Historic gear"
"hat-nevada","unique-hats","Nevada Hat","🎩 Window Rock → Behind the waterfall → Hidden path + Note!","Navigate behind the waterfall at Window Rock. The Nevada Hat hangs here along with a mysterious note.","2","ambarino","Unique hat","","YES","Behind waterfall"
"hat-morion","unique-hats","Morion Helmet (Conquistador)","🎩 Mount Hagen peak → Frozen settler → Cold weather required!","At the very top of Mount Hagen, a frozen conquistador wears this ancient helmet. Dress warmly for the climb!","2","ambarino","Unique hat","","YES","Long cold climb"
"hat-miner","unique-hats","Miner's Hat (Lit Lantern!)","🎩 Beryl's Dream mine → Use plunger → Deep inside on corpse → Glows!","Enter Beryl's Dream mine using the plunger to clear rocks. Navigate deep inside with a lantern. Find the Miner's Hat on a corpse - it actually lights up!","2","","Unique hat","","YES","Working light hat"
"mask-cat-skull","unique-hats","Cat Skull Mask","🎭 Lakay (Bayou Nwa) → Ruined shack in water → Crouch through hole → Creepy!","In the dilapidated shack at Lakay, crouch through a hole in the wall. Climb up to find this eerie cat skull mask hanging on a frame.","2","lemoyne","Unique mask","","YES","Creepy find"
"hat-scarecrow","unique-hats","Scarecrow Hat","🎩 SW of Heartland Overflow → Shoot off scarecrow","Southwest of Heartland Overflow, shoot the hat off a scarecrow to claim it for yourself.","2","new-hanover","Unique hat","","YES","Easy find"
"hat-scarecrow-derby","unique-hats","Scarecrow Derby Hat","🎩 Braithwaite Manor cornfield → On scarecrow","In the cornfield at Braithwaite Manor, another scarecrow wears this derby hat.","2","lemoyne","Unique hat","","YES","Braithwaite land"
"robbery-doctor","robberies","Valentine Doctor Secret Room ⭐","💰 Valentine Doctor → Aim weapon → Force to open back room → O'Driscoll hideout!","Point your gun at the Valentine doctor and force him to open the secret back room. It's an O'Driscoll operation! Get Schofield Revolver + ~$100 + pocket watch.","2","new-hanover","Schofield Revolver + $100","","YES","Unique weapon!"
"robbery-rhodes-gun","robberies","Rhodes Gunsmith Basement ⭐","💰 Rhodes Gunsmith → Hear sounds/observe → Force open basement → Captive boy!","Listen for strange sounds at Rhodes Gunsmith. Force him to open the basement - free the captive for good karma. Get Lancaster Repeater + coin purse!","2","lemoyne","Lancaster Repeater","","YES","Unique weapon + karma"
"robbery-chez-porter","robberies","Chez Porter Homestead (Javier)","💰 North of Valentine → Gang activity with Javier → Money + Jewelry + Pump Shotgun in barn","Rob this homestead with Javier Escuella in Chapter 2. Find money stacks, large jewelry bag, and a Pump Action Shotgun hidden in the barn.","2","new-hanover","Pump Shotgun + cash","","YES","Companion activity"
"robbery-lonnie","robberies","Lonnie's Shack (Sean)","💰 South of Emerald Station → Chapter 3 with Sean → Intimidate for hidden stash","Available in Chapter 3 with Sean. Intimidate the surviving bandit to reveal where they've hidden the money.","3","new-hanover","Cash stash","","YES","Chapter 3 companion"
"robbery-watson","robberies","Watson's Cabin","💰 NW of Wallace Station → Old lady with shotgun → Return next day for sons + lockbox","Visit once to meet the old lady. Return the next day when her sons arrive. Fight them and claim the lockbox from the kitchen table.","2","west-elizabeth","Cash + valuables","","YES","Multi-visit heist"
"robbery-aberdeen","robberies","Aberdeen Pig Farm ⚠️","💰 SE of Emerald Ranch → Incestuous couple → They drug and rob YOU!","Warning: This creepy couple will drug you and steal your money! You can return later to get revenge and reclaim your cash.","2","new-hanover","Your money back!","","YES","Trap and revenge"
"robbery-coach-alden","robberies","Coach Robberies - Alden (Rhodes)","💰 Rhodes Post Office clerk Alden → 3 coach tip-offs → After 'Spines of America'","After completing 'The Spines of America' in Chapter 2, talk to Alden at Rhodes post office for three coach robbery tips.","2","lemoyne","Coach loot","","YES","Requires story progress"
"robbery-coach-hector","robberies","Coach Robberies - Hector (Strawberry)","💰 Strawberry Post Office clerk Hector → 3 coach tips → Armored banking coach!","After 'Friends in Very Low Places' (Ch3), talk to Hector in Strawberry. His tips include an armored banking coach with heavy security.","3","west-elizabeth","Big scores","","YES","Chapter 3 required"
"robbery-train-tip","robberies","Train Robbery Tips ⭐","🚂 Stop train in tunnel → Rob passengers → Use dynamite on baggage car safe","Best strategy: Stop the train in a mountain tunnel (Ambarino is perfect). Rob wealthy passengers in upper-class cars. Blast the baggage safe with dynamite. WEAR BANDANA!","2","ambarino","Major cash haul","","YES","High risk/reward"
"companion-fishing-javier","companion","Fishing with Javier ⚠️","🎣 Chapter 3 → Find Javier at camp → Go fishing together → MISSABLE!","In Chapter 3, look for Javier sitting around camp. He'll suggest a fishing trip. Great dialogue about his past and goals. Locked after 'Blessed are the Peacemakers'.","3","","Companion bond","⚠️ MISSABLE","YES","CHAPTER 3 ONLY"
"companion-fishing-kieran","companion","Fishing with Kieran ⚠️","🎣 Chapter 3 after 'The New South' → Poor Kieran just wants to fit in → MISSABLE!","After completing 'The New South', Kieran will offer to go fishing. A touching moment with the former O'Driscoll trying to prove his loyalty.","3","","Companion bond","⚠️ MISSABLE","YES","CHAPTER 3 ONLY"
"companion-hunting-charles","companion","Hunting with Charles","🏹 Chapter 2 → Charles teaches bow hunting → Great for Master Hunter challenges!","Early in Chapter 2, Charles offers to teach Arthur how to hunt properly. Essential for learning bow mechanics and early game hunting.","2","new-hanover","Companion bond + tutorial","⚠️ MISSABLE","YES","Complete early"
"companion-hunting-pearson","companion","Hunting with Pearson ⚠️","🏹 Chapter 4 → Help Pearson gather camp provisions → MISSABLE!","In Chapter 4, the camp cook needs help with provisions. A rare look into Pearson's character beyond cooking duty.","4","","Companion bond","⚠️ MISSABLE","YES","CHAPTER 4 ONLY"
"companion-dominoes-tilly","companion","Dominoes with Tilly ⚠️","🎲 Chapter 3 → Tilly challenges Arthur → MISSABLE!","In Chapter 3, Tilly will ask to play dominoes. A relaxing camp activity that reveals more about her past.","3","","Companion bond","⚠️ MISSABLE","YES","CHAPTER 3 ONLY"
"companion-fivefinger-lenny","companion","Five Finger Fillet with Lenny ⚠️","🔪 Chapter 2 → Challenge Lenny at camp → MISSABLE!","Find Lenny playing Five Finger Fillet at camp in Chapter 2. A fun minigame that builds your friendship.","2","","Companion bond","⚠️ MISSABLE","YES","CHAPTER 2 ONLY"
"companion-fivefinger-micah","companion","Five Finger Fillet with Micah","🔪 Chapter 3 → Even Micah plays → Less wholesome...","Micah challenges Arthur to Five Finger Fillet in Chapter 3. Less friendly than with Lenny, but still counts.","3","","Companion bond","⚠️ MISSABLE","YES","CHAPTER 3"
"companion-cattle-uncle","companion","Cattle Rustling with Uncle ⚠️","🐄 Chapter 4 → Uncle's big idea → Night time only → MISSABLE!","Uncle proposes rustling cattle in Chapter 4. Only available at NIGHT. One of Uncle's rare moments of initiative before lumbago claims him.","4","","Cash + Companion bond","⚠️ MISSABLE","YES","NIGHT ONLY"
"companion-bank-charles","companion","Bank Robbery with Charles ⚠️","🏦 Chapter 4 → SPECIAL/ULTIMATE EDITION ONLY → High risk + big payout!","Only for Special/Ultimate Edition owners! Charles proposes robbing a bank in Chapter 4. A high-stakes exclusive activity.","4","","Big cash payout","⚠️ MISSABLE","YES","DLC EXCLUSIVE"
"companion-coach-bill","companion","Coach Robbery with Bill ⚠️","🚌 Chapter 3 → Bill's coach robbery plan → MISSABLE!","Bill Williamson proposes a coach heist in Chapter 3. Take what you can get with Bill.","3","","Cash","⚠️ MISSABLE","YES","CHAPTER 3"
"companion-coach-sean","companion","Coach Robbery with Sean ⚠️","🚌 Chapter 3 → Sean's wild plan → MISSABLE!","In Chapter 3, Sean suggests robbing a coach together. Enjoy his Irish bravado while you can.","3","","Cash","⚠️ MISSABLE","YES","CHAPTER 3 - ACT FAST"
"companion-coach-lenny","companion","Coach Robbery with Lenny ⚠️","🚌 Chapter 4 → One of your last chances with Lenny → MISSABLE!","Lenny proposes a coach robbery in Chapter 4. Treasure these late-game moments with your friend.","4","","Cash","⚠️ MISSABLE","YES","CHAPTER 4"
"companion-achievement","companion","Achievement: Friends With Benefits ⚠️","🏆 Complete 1 companion activity in EACH camp → All 4 camps required!","Complete at least one companion activity in each of the gang's camps (Horseshoe, Clemens, Shady Belle, Beaver Hollow) for this achievement.","2","","Trophy/Achievement","⚠️ MISSABLE","YES","Track progress!"
"bounty-valentine","bounties","Valentine Sheriff (2 Bounties)","🔫 Available Ch2 → 'Good, Honest, Snake Oil' first → Alive = more $","Sheriff poster in Valentine. Pick up 2 bounties from here. Returning targets alive doubles the reward!","2","new-hanover","$50-100 each","","YES","Easy early bounties"
"bounty-benedict","bounties","Benedict Allbright ($40)","🔫 Poison seller → Rocks W of Valentine near Dakota River → MUST bring ALIVE!","The poison peddler. Find him on rocks west of Valentine. He must be returned alive for payment. Lasso and hogtie!","2","new-hanover","$40 alive only","","YES","Alive only!"
"bounty-ellie","bounties","Ellie Anne Swan ($50)","🔫 Female outlaw → NW Valentine near Wallace Station → Alive $50, Dead $25","Dangerous female outlaw with a camp. Has guards - approach carefully. Alive pays double dead bounty.","2","new-hanover","$50/$25","","YES","Camp location"
"bounty-rhodes","bounties","Rhodes Sheriff (3 Bounties)","🔫 Chapter 3+ → Southern Lemoyne bounties → Scarlett Meadows area","Sheriff poster in Rhodes. Three bounties available for Lemoyne region. Gray family territory.","3","lemoyne","Varies","","YES","Ch3 required"
"bounty-robbie","bounties","Robbie Laidlaw ($45)","🔫 Murderer → Hiding near Caliga Hall farmhouse → Dangerous outlaw","Wanted for murder. Found hiding in the farmlands near Caliga Hall. Armed and dangerous.","3","lemoyne","$45","","YES","Combat expected"
"bounty-strawberry","bounties","Strawberry Sheriff (2 Bounties)","🔫 Western Big Valley bounties → Near the jail Micah escaped from","Two bounties from Strawberry - ironic given your own wanted status there. Big Valley region.","2","west-elizabeth","Varies","","YES","West area bounties"
"bounty-joshua","bounties","Joshua Brown ($40)","🔫 Abandoned mine NW of Strawberry → Bring dynamite or patience!","Hiding in an old mine. Dark and dangerous - bring a lantern and explosives for his barricade.","2","west-elizabeth","$40","","YES","Mine exploration"
"bounty-saintdenis","bounties","Saint Denis Police (3 Bounties)","🔫 Urban bounties → Some connected to story → City chases","The big city has big crimes. Three bounties with urban pursuits through busy streets.","4","lemoyne","Varies","","YES","City bounties"
"bounty-camille","bounties","Camille de Millemont ($55)","🔫 French con artist → Saint Denis saloon area → Persuasive - stay focused","A charming French fraudster. Found in the saloon district. Don't fall for the act!","4","lemoyne","$55","","YES","Urban target"
"bounty-lindsay","bounties","Lindsay Wofford ($45)","🔫 City criminal → Urban pursuit through streets → Watch for police","Dangerous urban chase through Saint Denis. Mind your own wanted level during pursuit!","4","lemoyne","$45","","YES","Street chase"
"bounty-blackwater","bounties","Blackwater Police (3 Bounties)","🔫 ⚠️ EPILOGUE ONLY → West Elizabeth access required → As John","Finally, John can take bounties here. Three targets when you have access to Blackwater.","epilogue","west-elizabeth","Varies","","YES","EPILOGUE"
"bounty-herman","bounties","Herman Zizendorf ($50)","🔫 Near MacFarlane's Ranch → Has accomplices → EPILOGUE ONLY","German outlaw with gang backup. MacFarlane's Ranch area. Only available as John.","epilogue","new-austin","$50","","YES","EPILOGUE"
"bounty-tumbleweed","bounties","Tumbleweed Sheriff (2 Bounties)","🔫 ⚠️ EPILOGUE ONLY → New Austin access required → Desert territory","The Wild West's last bounties. Tumbleweed sheriff has work for John in New Austin.","epilogue","new-austin","Varies","","YES","EPILOGUE"
"bounty-joaquin","bounties","Joaquin Arroyo ($60)","🔫 Del Lobo gang → Alive $60, Dead $30 → EPILOGUE ONLY","Del Lobo connections. Find in New Austin territory. Alive pays double!","epilogue","new-austin","$60/$30","","YES","EPILOGUE"
"bounty-esteban","bounties","Esteban Cortez ($65)","🔫 Mexican outlaw → Multiple gang members → EPILOGUE ONLY","Well-protected target. Multiple guards. Prepare for a fight.","epilogue","new-austin","$65","","YES","EPILOGUE"
"req-jack-thimble","camp-requests","Thimble for Jack","🎁 Find in houses/cabins → Little Jack wants to sew → Get his drawing!","Jack asks for a thimble for craft projects. Search any houses or cabins. Reward: sweet drawing from Jack.","2","","Jack's Drawing","⚠️ MISSABLE","YES","Sweet reward"
"req-jack-comic","camp-requests","Comic Book for Jack","🎁 General stores sell comics → For Jack → Chocolate Bar reward!","Buy a comic book from any general store. Jack gives you a chocolate bar. Easy request.","2","","Chocolate Bar","⚠️ MISSABLE","YES","Easy to find"
"req-hosea-ginseng","camp-requests","American Ginseng (×2)","🎁 Forest areas - common plant → Hosea needs it → Potent Medicine reward","Hosea asks for ginseng roots. Common in forested areas. He rewards with Potent Medicine.","2","","Potent Medicine","⚠️ MISSABLE","YES","Common plant"
"req-hosea-book","camp-requests","Book for Hosea","🎁 'The Case of the Shrew in the Fog' → General stores → Predator Bait reward","Hosea wants this specific book. Available at general stores. Rewards Predator Bait.","2","","Predator Bait","⚠️ MISSABLE","YES","Specific title"
"req-dutch-pipe","camp-requests","Pipe for Dutch","🎁 Random finds or Fence → Dutch smokes → Ornate Spurs reward!","Dutch needs a new pipe. Find one from houses or buy at Fence. Get nice spurs in return.","2","","Spurs","⚠️ MISSABLE","YES","Find anywhere"
"req-bill-pomade","camp-requests","Hair Pomade for Bill","🎁 General stores → Bill's grooming needs → Repeater Ammo reward","Bill needs pomade for his... style. Any general store has it. Repeater ammo in return.","2","","Repeater Ammo","⚠️ MISSABLE","YES","Buy at store"
"req-lenny-watch","camp-requests","Pocket Watch for Lenny","🎁 Rob wealthy NPCs or find in houses → Dynamite reward!","Lenny wants a pocket watch. Rob fancy folks in Saint Denis or search houses. DYNAMITE reward!","2","","Dynamite","⚠️ MISSABLE","YES","Great reward!"
"req-kieran-burdock","camp-requests","Burdock Root (×2) for Kieran ⚠️","🎁 Common plant → Do BEFORE Chapter 4! → Horse Medicine reward","Kieran needs burdock root. Common plant. DO THIS BEFORE CHAPTER 4 or you'll miss it forever!","3","","Horse Medicine","⚠️ MISSABLE","YES","Do before Ch4!"
"req-marybeth-pen","camp-requests","Fountain Pen for Mary-Beth","🎁 Houses or stores → The writer needs tools → Gold Ring reward!","Mary-Beth wants a fountain pen for her stories. Search houses or buy at store. Gold Ring reward.","2","","Gold Ring","⚠️ MISSABLE","YES","For the writer"
"req-molly-mirror","camp-requests","Pocket Mirror for Molly ⚠️","🎁 Houses or stores → Dutch's woman → Cigar reward → Ch3 ONLY","Molly requests a mirror. Only available in Chapter 3! Find in houses or stores.","3","","Cigar","⚠️ MISSABLE","YES","Ch3 ONLY!"
"req-tilly-necklace","camp-requests","Necklace for Tilly","🎁 Jewelry boxes or rob wealthy NPCs → Medicine reward","Tilly wants a necklace. Rob wealthy folks or search jewelry boxes. Medicine as thanks.","2","","Medicine","⚠️ MISSABLE","YES","Jewelry search"
"req-sadie-harmonica","camp-requests","Harmonica for Sadie ⚠️","🎁 Random NPC loot or houses → Gun Oil reward → Ch3 only","Sadie needs a harmonica. Random loot from NPCs or houses. Only available Chapter 3!","3","","Gun Oil","⚠️ MISSABLE","YES","Ch3 window"
"req-sean-bourbon","camp-requests","Kentucky Bourbon for Sean ⚠️","🎁 Buy at saloons → Fire Bottle reward → Ch2-3 ONLY","Sean wants bourbon. Buy at any saloon. He rewards with a Fire Bottle! Do before Ch4.","2","","Fire Bottle","⚠️ MISSABLE","YES","Before they go"
"req-pearson-rabbit","camp-requests","Rabbit Carcass for Pearson","🎁 Hunt any rabbit (perfect not needed) → Camp Stew Upgrade!","Pearson wants a rabbit for stew. Hunt any rabbit - doesn't need to be perfect. Better camp food!","2","","Camp Stew","⚠️ MISSABLE","YES","Easy hunt"
"req-pearson-compass","camp-requests","Naval Compass for Pearson","🎁 Shipwrecks or naval locations → Navy Stories + bonding","The old naval cook wants a compass. Search shipwrecks or naval areas. Hear his navy stories!","2","","Navy Stories","⚠️ MISSABLE","YES","Shipwreck loot"
"req-charles-moonshine","camp-requests","Moonshine for Charles","🎁 Fence or general store → Fire Arrows recipe!","Charles needs moonshine for arrow crafting. Buy at Fence or store. He'll make Fire Arrows for you!","2","","Fire Arrows","⚠️ MISSABLE","YES","Arrow supplies"
